element	sp_num	obs_wl_vac(nm)	ritz_wl_vac(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
N	3	""	"50.0924"	""	"4.89e+08"	B	"203074.6"	"402705.6"	"2p3"	"2D*"	"5/2"	"2s.2p.(3P*).5p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"50.0960"	""	"5.43e+07"	B	"203088.9"	"402705.6"	"2p3"	"2D*"	"3/2"	"2s.2p.(3P*).5p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"50.1163"	""	"5.42e+08"	B	"203088.9"	"402624.6"	"2p3"	"2D*"	"3/2"	"2s.2p.(3P*).5p"	"2P"	"1/2"		"T7192LS"	""	
N	2	""	"50.5986"	""	"4.51e+09"	C+	"46784.6"	"244418.52"	"2s.2p3"	"5S*"	"2"	"2s.2p2.(4P).3d"	"5P"	"1"		"T5520LS"	""	
N	2	""	"50.6054"	""	"4.51e+09"	C+	"46784.6"	"244391.88"	"2s.2p3"	"5S*"	"2"	"2s.2p2.(4P).3d"	"5P"	"2"		"T5520LS"	""	
N	2	""	"50.6153"	""	"4.51e+09"	C+	"46784.6"	"244353.31"	"2s.2p3"	"5S*"	"2"	"2s.2p2.(4P).3d"	"5P"	"3"		"T5520LS"	""	
N	3	""	"50.7906"	""	"1.09e+09"	B	"145875.7"	"342762.5"	"2s.2p2"	"2P"	"1/2"	"2s.2p.(3P*).3d"	"2P*"	"1/2"		"T7192LS"	""	
N	3	""	"50.8089"	""	"2.73e+08"	B	"145875.7"	"342691.5"	"2s.2p2"	"2P"	"1/2"	"2s.2p.(3P*).3d"	"2P*"	"3/2"		"T7192LS"	""	
N	3	""	"50.8190"	""	"5.46e+08"	B	"145985.8"	"342762.5"	"2s.2p2"	"2P"	"3/2"	"2s.2p.(3P*).3d"	"2P*"	"1/2"		"T7192LS"	""	
N	3	""	"50.8374"	""	"1.36e+09"	B	"145985.8"	"342691.5"	"2s.2p2"	"2P"	"3/2"	"2s.2p.(3P*).3d"	"2P*"	"3/2"		"T7192LS"	""	
N	2	""	"50.8484"	""	"6.47e+07"	B	"48.7"	"196711.54"	"2s2.2p2"	"3P"	"1"	"2s2.2p.4s"	"3P*"	"2"		"T6385n"	""	
N	2	""	"50.8668"	""	"8.45e+07"	B	"0.0"	"196592.07"	"2s2.2p2"	"3P"	"0"	"2s2.2p.4s"	"3P*"	"1"		"T6385n"	""	
N	2	""	"50.8697"	""	"1.91e+08"	B	"130.8"	"196711.54"	"2s2.2p2"	"3P"	"2"	"2s2.2p.4s"	"3P*"	"2"		"T6385n"	""	
N	2	""	"50.8794"	""	"6.26e+07"	B	"48.7"	"196592.07"	"2s2.2p2"	"3P"	"1"	"2s2.2p.4s"	"3P*"	"1"		"T6385n"	""	
N	2	""	"50.8928"	""	"2.51e+08"	B	"48.7"	"196540.23"	"2s2.2p2"	"3P"	"1"	"2s2.2p.4s"	"3P*"	"0"		"T6385n"	""	
N	2	""	"50.9006"	""	"1.05e+08"	B	"130.8"	"196592.07"	"2s2.2p2"	"3P"	"2"	"2s2.2p.4s"	"3P*"	"1"		"T6385n"	""	
N	3	""	"50.9579"	""	"1.61e+09"	B	"101023.9"	"297264.4"	"2s.2p2"	"2D"	"5/2"	"2s.2p.(3P*).3s"	"2P*"	"3/2"		"T7192LS"	""	
N	3	""	"50.9596"	""	"1.79e+08"	B	"101030.6"	"297264.4"	"2s.2p2"	"2D"	"3/2"	"2s.2p.(3P*).3s"	"2P*"	"3/2"		"T7192LS"	""	
N	3	""	"50.9890"	""	"1.78e+09"	B	"101030.6"	"297151.2"	"2s.2p2"	"2D"	"3/2"	"2s.2p.(3P*).3s"	"2P*"	"1/2"		"T7192LS"	""	
N	5	""	"50.9891"	""	"3.60e+08"	A	"477765.7"	"673886.2"	"1s2.3p"	"2P*"	"1/2"	"1s2.5s"	"2S"	"1/2"		"T5118LS"	""	
N	5	""	"51.0089"	""	"7.19e+08"	A	"477842.0"	"673886.2"	"1s2.3p"	"2P*"	"3/2"	"1s2.5s"	"2S"	"1/2"		"T5118LS"	""	
N	2	""	"51.0758"	""	"1.87e+09"	B	"15316.2"	"211103.63"	"2s2.2p2"	"1D"	"2"	"2s2.2p.4d"	"1F*"	"3"		"T5520"	""	
N	2	""	"51.3849"	""	"1.24e+09"	B	"15316.2"	"209925.76"	"2s2.2p2"	"1D"	"2"	"2s2.2p.4d"	"1D*"	"2"		"T5520"	""	
N	5	""	"51.5697"	""	"1.29e+07"	B+	"484404.3"	"678316.5"	"1s2.3d"	"2D"	"3/2"	"1s2.5p"	"2P*"	"3/2"		"T5118LS"	""	
N	5	""	"51.5740"	""	"1.28e+08"	B+	"484404.3"	"678300.4"	"1s2.3d"	"2D"	"3/2"	"1s2.5p"	"2P*"	"1/2"		"T5118LS"	""	
N	5	""	"51.5756"	""	"1.16e+08"	B+	"484426.3"	"678316.5"	"1s2.3d"	"2D"	"5/2"	"1s2.5p"	"2P*"	"3/2"		"T5118LS"	""	
N	6	""	"51.8027"	""	"4.119e+08"	AA	"4013770"	"4206810"	"1s.3d"	"1D"	"2"	"1s.4p"	"1P*"	"1"		"T5997"	""	
N	4	""	"51.8600"	""	"9.99e+07"	B	"404522.4"	"597349.1"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.8d"	"1D"	"2"		"T5633"	""	
N	4	""	"52.0934"	""	"1.67e+07"	C+	"388854.6"	"580817.5"	"1s2.2s.3s"	"1S"	"0"	"1s2.2p.(2P*<3/2>).4s"	"1P*"	"1"		"T5633"	""	
N	4	""	"52.1845"	""	"1.47e+08"	C	"404522.4"	"596150.1"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.8s"	"1S"	"0"		"T5633"	""	
N	6	""	"52.5790"	""	"2.35e+08"	A	"4202520"	"4392710"	"1s.4s"	"1S"	"0"	"1s.8p"	"1P*"	"1"		"T5231"	""	
N	2	""	"52.5983"	""	"3.94e+06"	B+	"0.0"	"190120.24"	"2s2.2p2"	"3P"	"0"	"2s2.2p.3d"	"1P*"	"1"		"T7333"	""	
N	2	""	"52.6118"	""	"8.74e+04"	B+	"48.7"	"190120.24"	"2s2.2p2"	"3P"	"1"	"2s2.2p.3d"	"1P*"	"1"		"T7333"	""	
N	2	""	"52.6345"	""	"5.91e+05"	B+	"130.8"	"190120.24"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3d"	"1P*"	"1"		"T7333"	""	
N	3	""	"52.6942"	""	"2.54e+07"	C+	"230404.3"	"420178.4"	"2p3"	"2P*"	"1/2"	"2s.2p.(3P*).6p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"52.6954"	""	"1.27e+08"	B	"230408.6"	"420178.4"	"2p3"	"2P*"	"3/2"	"2s.2p.(3P*).6p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"52.7143"	""	"1.02e+08"	B	"230404.3"	"420106.1"	"2p3"	"2P*"	"1/2"	"2s.2p.(3P*).6p"	"2P"	"1/2"		"T7192LS"	""	
N	3	""	"52.7155"	""	"5.08e+07"	C+	"230408.6"	"420106.1"	"2p3"	"2P*"	"3/2"	"2s.2p.(3P*).6p"	"2P"	"1/2"		"T7192LS"	""	
N	4	""	"52.7259"	""	"2.98e+06"	D	"404522.4"	"594182.6"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2p.(2P*<3/2>).4p"	"1S"	"0"		"T5600c20"	""	
N	6	""	"52.7872"	""	"9.130e+09"	AA	"4016390"	"4205830"	"1s.3p"	"1P*"	"1"	"1s.4d"	"1D"	"2"		"T5997"	""	
N	2	""	"52.8529"	""	"1.86e+06"	B	"130.8"	"189335.16"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3d"	"1F*"	"3"		"T7333"	""	
N	2	""	"52.9355"	""	"7.17e+08"	B+	"0.0"	"188909.17"	"2s2.2p2"	"3P"	"0"	"2s2.2p.3d"	"3P*"	"1"		"T7333"	""	
N	2	""	"52.9413"	""	"2.44e+09"	B+	"48.7"	"188937.24"	"2s2.2p2"	"3P"	"1"	"2s2.2p.3d"	"3P*"	"0"		"T7333"	""	
N	4	""	"52.9430"	""	"2.68e+03"	B+	"0.0"	"188882.5"	"1s2.2s2"	"1S"	"0"	"1s2.2p2"	"1D"	"2"	E2	"T4586,T3474"	""	
N	2	""	"52.9491"	""	"6.86e+08"	B+	"48.7"	"188909.17"	"2s2.2p2"	"3P"	"1"	"2s2.2p.3d"	"3P*"	"1"		"T7333"	""	
N	2	""	"52.9637"	""	"4.83e+08"	B+	"48.7"	"188857.37"	"2s2.2p2"	"3P"	"1"	"2s2.2p.3d"	"3P*"	"2"		"T7333"	""	
N	2	""	"52.9722"	""	"1.04e+09"	B+	"130.8"	"188909.17"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3d"	"3P*"	"1"		"T7333"	""	
N	2	""	"52.9867"	""	"1.96e+09"	B+	"130.8"	"188857.37"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3d"	"3P*"	"2"		"T7333"	""	
N	3	""	"53.0041"	""	"1.57e+09"	B	"145875.7"	"334540.2"	"2s.2p2"	"2P"	"1/2"	"2s.2p.(3P*).3d"	"2D*"	"3/2"		"T7192LS"	""	
N	3	""	"53.0272"	""	"1.88e+09"	B	"145985.8"	"334568.3"	"2s.2p2"	"2P"	"3/2"	"2s.2p.(3P*).3d"	"2D*"	"5/2"		"T7192LS"	""	
N	2	""	"53.0343"	""	"6.12e+08"	B	"32688.8"	"221246.17"	"2s2.2p2"	"1S"	"0"	"2s2.2p.5d"	"1P*"	"1"		"T5520"	""	
N	3	""	"53.0351"	""	"3.13e+08"	B	"145985.8"	"334540.2"	"2s.2p2"	"2P"	"3/2"	"2s.2p.(3P*).3d"	"2D*"	"3/2"		"T7192LS"	""	
N	3	""	"53.0464"	""	"3.02e+02"	D	"57187.1"	"245701.3"	"2s.2p2"	"4P"	"1/2"	"2s2.3p"	"2P*"	"3/2"		"T6335"	""	
N	3	""	"53.0565"	""	"2.60e+02"	D	"57187.1"	"245665.4"	"2s.2p2"	"4P"	"1/2"	"2s2.3p"	"2P*"	"1/2"		"T6335"	""	
N	3	""	"53.0632"	""	"2.12e+01"	D	"57246.8"	"245701.3"	"2s.2p2"	"4P"	"3/2"	"2s2.3p"	"2P*"	"3/2"		"T6335"	""	
N	3	""	"53.0733"	""	"7.96e+01"	D	"57246.8"	"245665.4"	"2s.2p2"	"4P"	"3/2"	"2s2.3p"	"2P*"	"1/2"		"T6335"	""	
N	3	""	"53.0861"	""	"7.53e+02"	D	"57327.9"	"245701.3"	"2s.2p2"	"4P"	"5/2"	"2s2.3p"	"2P*"	"3/2"		"T6335"	""	
N	2	""	"53.3511"	""	"2.46e+09"	B+	"0.0"	"187437.56"	"2s2.2p2"	"3P"	"0"	"2s2.2p.3d"	"3D*"	"1"		"T7333"	""	
N	2	""	"53.3581"	""	"3.29e+09"	B+	"48.7"	"187461.56"	"2s2.2p2"	"3P"	"1"	"2s2.2p.3d"	"3D*"	"2"		"T7333"	""	
N	2	""	"53.3650"	""	"1.70e+09"	B+	"48.7"	"187437.56"	"2s2.2p2"	"3P"	"1"	"2s2.2p.3d"	"3D*"	"1"		"T7333"	""	
N	2	""	"53.3729"	""	"4.24e+09"	B+	"130.8"	"187491.90"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3d"	"3D*"	"3"		"T7333"	""	
N	2	""	"53.3815"	""	"9.35e+08"	B+	"130.8"	"187461.56"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3d"	"3D*"	"2"		"T7333"	""	
N	2	""	"53.3884"	""	"9.54e+07"	B+	"130.8"	"187437.56"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3d"	"3D*"	"1"		"T7333"	""	
N	2	""	"53.4637"	""	"4.96e+06"	B	"48.7"	"187091.37"	"2s2.2p2"	"3P"	"1"	"2s2.2p.3d"	"1D*"	"2"		"T7333"	""	
N	2	""	"53.4872"	""	"7.14e+04"	B	"130.8"	"187091.37"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3d"	"1D*"	"2"		"T7333"	""	
N	6	""	"53.5103"	""	"4.19e+07"	A	"4205830"	"4392710"	"1s.4d"	"1D"	"2"	"1s.8p"	"1P*"	"1"		"T5231"	""	
N	7	""	"53.51813"	""	"1.728e+09"	AA	"(5043854.01)"	"(5230706.59)"	"4p"	"2P*"	"1/2"	"6d"	"2D"	"3/2"		"T6492,T8146,LS"	""	
N	7	""	"53.51976"	""	"1.071e+09"	AA	"(5043859.77)"	"(5230706.65)"	"4s"	"2S"	"1/2"	"6p"	"2P*"	"3/2"		"T6492,T8146,LS"	""	
N	7	""	"53.52696"	""	"2.872e+08"	AA	"(5043854.01)"	"(5230675.76)"	"4p"	"2P*"	"1/2"	"6s"	"2S"	"1/2"		"T6492,T8146,LS"	""	
N	7	""	"53.52910"	""	"1.070e+09"	AA	"(5043859.77)"	"(5230674.05)"	"4s"	"2S"	"1/2"	"6p"	"2P*"	"1/2"		"T6492,T8146,LS"	""	
N	7	""	"53.54655"	""	"2.070e+09"	AA	"(5043964.05)"	"(5230717.45)"	"4p"	"2P*"	"3/2"	"6d"	"2D"	"5/2"		"T6492,T8146,LS"	""	
N	7	""	"53.54959"	""	"2.263e+07"	AA	"(5043963.86)"	"(5230706.65)"	"4d"	"2D"	"3/2"	"6p"	"2P*"	"3/2"		"T6492,T8146,LS"	""	
N	7	""	"53.54966"	""	"3.450e+08"	AA	"(5043964.05)"	"(5230706.59)"	"4p"	"2P*"	"3/2"	"6d"	"2D"	"3/2"		"T6492,T8146,LS"	""	
N	7	""	"53.55544"	""	"3.180e+09"	AA	"(5044000.44)"	"(5230722.85)"	"4f"	"2F*"	"5/2"	"6g"	"2G"	"7/2"		"T6492,T8146,LS"	""	
N	7	""	"53.55698"	""	"2.454e+06"	AA	"(5044000.44)"	"(5230717.45)"	"4f"	"2F*"	"5/2"	"6d"	"2D"	"5/2"		"T6492,T8146,LS"	""	
N	7	""	"53.55850"	""	"5.734e+08"	AA	"(5043964.05)"	"(5230675.76)"	"4p"	"2P*"	"3/2"	"6s"	"2S"	"1/2"		"T6492,T8146,LS"	""	
N	7	""	"53.55894"	""	"2.262e+08"	AA	"(5043963.86)"	"(5230674.05)"	"4d"	"2D"	"3/2"	"6p"	"2P*"	"1/2"		"T6492,T8146,LS"	""	
N	7	""	"53.55975"	""	"3.297e+09"	AA	"(5044018.75)"	"(5230726.11)"	"4f"	"2F*"	"7/2"	"6g"	"2G"	"9/2"		"T6492,T8146,LS"	""	
N	7	""	"53.56010"	""	"5.153e+07"	AA	"(5044000.44)"	"(5230706.59)"	"4f"	"2F*"	"5/2"	"6d"	"2D"	"3/2"		"T6492,T8146,LS"	""	
N	7	""	"53.56010"	""	"2.036e+08"	AA	"(5044000.50)"	"(5230706.65)"	"4d"	"2D"	"5/2"	"6p"	"2P*"	"3/2"		"T6492,T8146,LS"	""	
N	7	""	"53.56069"	""	"1.178e+08"	AA	"(5044018.75)"	"(5230722.85)"	"4f"	"2F*"	"7/2"	"6g"	"2G"	"7/2"		"T6492,T8146,LS"	""	
N	7	""	"53.56224"	""	"4.907e+07"	AA	"(5044018.75)"	"(5230717.45)"	"4f"	"2F*"	"7/2"	"6d"	"2D"	"5/2"		"T6492,T8146,LS"	""	
N	4	""	"53.6082"	""	"4.73e+06"	D	"404522.4"	"591060.9"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2p.(2P*<3/2>).4p"	"1D"	"2"		"T5633"	""	
N	2	""	"53.6300"	""	"6.40e+06"	B+	"48.7"	"186511.58"	"2s2.2p2"	"3P"	"1"	"2s2.2p.3d"	"3F*"	"2"		"T7333"	""	
N	2	""	"53.6365"	""	"1.52e+07"	B+	"130.8"	"186570.98"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3d"	"3F*"	"3"		"T7333"	""	
N	2	""	"53.6536"	""	"2.35e+06"	B+	"130.8"	"186511.58"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3d"	"3F*"	"2"		"T7333"	""	
N	6	""	"53.7259"	""	"3.091e+09"	AA	"4016390"	"4202520"	"1s.3p"	"1P*"	"1"	"1s.4s"	"1S"	"0"		"T5997"	""	
N	4	""	"54.2412"	""	"3.29e+08"	B	"404522.4"	"588884.0"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.7d"	"1D"	"2"		"T5633"	""	
N	3	""	"54.3767"	""	"2.65e+08"	C+	"203074.6"	"386977.0"	"2p3"	"2D*"	"5/2"	"2s.2p.(3P*).4f"	"2F"	"7/2"		"T7192LS"	""	
N	3	""	"54.3836"	""	"1.77e+07"	C	"203074.6"	"386953.4"	"2p3"	"2D*"	"5/2"	"2s.2p.(3P*).4f"	"2F"	"5/2"		"T7192LS"	""	
N	3	""	"54.3879"	""	"2.47e+08"	C+	"203088.9"	"386953.4"	"2p3"	"2D*"	"3/2"	"2s.2p.(3P*).4f"	"2F"	"5/2"		"T7192LS"	""	
N	2	""	"54.7818"	""	"2.16e+08"	C	"15316.2"	"197858.69"	"2s2.2p2"	"1D"	"2"	"2s2.2p.4s"	"1P*"	"1"		"T6385"	""	
N	3	""	"55.3370"	""	"8.41e+07"	B	"131004.3"	"311715.2"	"2s.2p2"	"2S"	"1/2"	"2s2.4p"	"2P*"	"3/2"		"T7192LS"	""	
N	3	""	"55.3446"	""	"8.41e+07"	B	"131004.3"	"311690.3"	"2s.2p2"	"2S"	"1/2"	"2s2.4p"	"2P*"	"1/2"		"T7192LS"	""	
N	4	""	"55.4137"	""	"2.11e+08"	B	"404522.4"	"584983.3"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.7s"	"1S"	"0"		"T5633"	""	
N	4	""	"55.5126"	""	"8.29e+06"	C	"404522.4"	"584661.6"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2p.(2P*<1/2>).4p"	"1P"	"1"		"T5633"	""	
N	2	""	"55.9762"	""	"1.14e+09"	B	"32688.8"	"211336.16"	"2s2.2p2"	"1S"	"0"	"2s2.2p.4d"	"1P*"	"1"		"T5520"	""	
N	4	""	"56.9045"	""	"1.14e-01"	B	"0.0"	"175732.9"	"1s2.2s2"	"1S"	"0"	"1s2.2p2"	"3P"	"2"	E2	"T4586,T3474"	""	
N	4	""	"56.9450"	""	"6.63e-03"	D	"0.0"	"175608.1"	"1s2.2s2"	"1S"	"0"	"1s2.2p2"	"3P"	"1"	M1	"T4492,T3474"	""	
N	2	""	"57.2069"	""	"4.24e+05"	D	"15316.2"	"190120.24"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3d"	"1P*"	"1"		"T7333"	""	
N	3	""	"57.2945"	""	"5.28e+08"	B	"203074.6"	"377611.3"	"2p3"	"2D*"	"5/2"	"2s.2p.(1P*).3p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"57.2992"	""	"5.87e+07"	B	"203088.9"	"377611.3"	"2p3"	"2D*"	"3/2"	"2s.2p.(1P*).3p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"57.3102"	""	"5.86e+08"	B	"203088.9"	"377577.9"	"2p3"	"2D*"	"3/2"	"2s.2p.(1P*).3p"	"2P"	"1/2"		"T7192LS"	""	
N	2	""	"57.4650"	""	"3.83e+09"	A	"15316.2"	"189335.16"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3d"	"1F*"	"3"		"T7333"	""	
N	2	""	"57.6060"	""	"4.22e+04"	C	"15316.2"	"188909.17"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3d"	"3P*"	"1"		"T7333"	""	
N	2	""	"57.6232"	""	"3.23e+06"	B+	"15316.2"	"188857.37"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3d"	"3P*"	"2"		"T7333"	""	
N	3	""	"57.7296"	""	"7.82e+02"	D	"57187.1"	"230408.6"	"2s.2p2"	"4P"	"1/2"	"2p3"	"2P*"	"3/2"		"T6335"	""	
N	3	""	"57.7310"	""	"2.46e+03"	D	"57187.1"	"230404.3"	"2s.2p2"	"4P"	"1/2"	"2p3"	"2P*"	"1/2"		"T6335"	""	
N	3	""	"57.7495"	""	"1.09e+04"	D	"57246.8"	"230408.6"	"2s.2p2"	"4P"	"3/2"	"2p3"	"2P*"	"3/2"		"T6335"	""	
N	3	""	"57.7509"	""	"7.86e+02"	D	"57246.8"	"230404.3"	"2s.2p2"	"4P"	"3/2"	"2p3"	"2P*"	"1/2"		"T6335"	""	
N	3	""	"57.7765"	""	"3.43e+03"	D	"57327.9"	"230408.6"	"2s.2p2"	"4P"	"5/2"	"2p3"	"2P*"	"3/2"		"T6335"	""	
N	3	""	"58.0379"	""	"7.01e+07"	B	"230404.3"	"402705.6"	"2p3"	"2P*"	"1/2"	"2s.2p.(3P*).5p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"58.0393"	""	"3.50e+08"	B	"230408.6"	"402705.6"	"2p3"	"2P*"	"3/2"	"2s.2p.(3P*).5p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"58.0652"	""	"2.80e+08"	B	"230404.3"	"402624.6"	"2p3"	"2P*"	"1/2"	"2s.2p.(3P*).5p"	"2P"	"1/2"		"T7192LS"	""	
N	3	""	"58.0666"	""	"1.40e+08"	B	"230408.6"	"402624.6"	"2p3"	"2P*"	"3/2"	"2s.2p.(3P*).5p"	"2P"	"1/2"		"T7192LS"	""	
N	2	""	"58.0802"	""	"1.39e+06"	B+	"15316.2"	"187491.90"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3d"	"3D*"	"3"		"T7333"	""	
N	2	""	"58.0904"	""	"1.38e+07"	B+	"15316.2"	"187461.56"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3d"	"3D*"	"2"		"T7333"	""	
N	2	""	"58.2156"	""	"2.74e+09"	A	"15316.2"	"187091.37"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3d"	"1D*"	"2"		"T7333"	""	
N	3	""	"58.2309"	""	"2.72e+07"	B	"203074.6"	"374804.8"	"2p3"	"2D*"	"5/2"	"2s.2p.(3P*).4p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"58.2357"	""	"3.03e+06"	C	"203088.9"	"374804.8"	"2p3"	"2D*"	"3/2"	"2s.2p.(3P*).4p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"58.2555"	""	"3.02e+07"	C+	"203088.9"	"374746.4"	"2p3"	"2D*"	"3/2"	"2s.2p.(3P*).4p"	"2P"	"1/2"		"T7192LS"	""	
N	4	""	"58.3601"	""	"5.22e+08"	B	"404522.4"	"575872.4"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.6d"	"1D"	"2"		"T5633"	""	
N	2	""	"58.3925"	""	"2.32e+06"	A	"15316.2"	"186570.98"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3d"	"3F*"	"3"		"T7333"	""	
N	2	""	"58.4128"	""	"2.35e+07"	A	"15316.2"	"186511.58"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3d"	"3F*"	"2"		"T7333"	""	
N	6	""	"58.8166"	""	"3.40e+08"	A	"4202520"	"4372540"	"1s.4s"	"1S"	"0"	"1s.7p"	"1P*"	"1"		"T5231"	""	
N	4	""	"59.1180"	""	"6.67e+07"	B	"235369.3"	"404522.4"	"1s2.2p2"	"1S"	"0"	"1s2.2s.3p"	"1P*"	"1"		"T5633"	""	
N	4	""	"59.4895"	""	"5.81e+03"	C	"67272.3"	"235369.3"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p2"	"1S"	"0"		"u24"	""	
N	4	""	"59.5405"	""	"4.75e-01"	C+	"67416.3"	"235369.3"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p2"	"1S"	"0"	M2	"T4308"	""	
N	2	""	"59.9644"	""	"1.02e+04"	B	"0.0"	"166765.66"	"2s2.2p2"	"3P"	"0"	"2s.2p3"	"1P*"	"1"		"T7333"	""	
N	2	""	"59.9819"	""	"1.69e+05"	B	"48.7"	"166765.66"	"2s2.2p2"	"3P"	"1"	"2s.2p3"	"1P*"	"1"		"T7333"	""	
N	6	""	"59.9844"	""	"6.51e+07"	A	"4205830"	"4372540"	"1s.4d"	"1D"	"2"	"1s.7p"	"1P*"	"1"		"T5231"	""	
N	4	""	"60.0061"	""	"3.20e+08"	B	"404522.4"	"571172.1"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.6s"	"1S"	"0"		"T5633"	""	
N	2	""	"60.0115"	""	"3.15e+04"	B	"130.8"	"166765.66"	"2s2.2p2"	"3P"	"2"	"2s.2p3"	"1P*"	"1"		"T7333"	""	
N	3	""	"60.1467"	""	"5.05e+08"	B	"131004.3"	"297264.4"	"2s.2p2"	"2S"	"1/2"	"2s.2p.(3P*).3s"	"2P*"	"3/2"		"T7192LS"	""	
N	3	""	"60.1877"	""	"5.04e+08"	B	"131004.3"	"297151.2"	"2s.2p2"	"2S"	"1/2"	"2s.2p.(3P*).3s"	"2P*"	"1/2"		"T7192LS"	""	
N	3	""	"60.2993"	""	"3.21e+06"	C	"145875.7"	"311715.2"	"2s.2p2"	"2P"	"1/2"	"2s2.4p"	"2P*"	"3/2"		"T7192LS"	""	
N	3	""	"60.3083"	""	"1.28e+07"	C	"145875.7"	"311690.3"	"2s.2p2"	"2P"	"1/2"	"2s2.4p"	"2P*"	"1/2"		"T7192LS"	""	
N	3	""	"60.3393"	""	"1.60e+07"	C+	"145985.8"	"311715.2"	"2s.2p2"	"2P"	"3/2"	"2s2.4p"	"2P*"	"3/2"		"T7192LS"	""	
N	3	""	"60.3484"	""	"6.40e+06"	C	"145985.8"	"311690.3"	"2s.2p2"	"2P"	"3/2"	"2s2.4p"	"2P*"	"1/2"		"T7192LS"	""	
N	2	""	"60.5437"	""	"3.77e+08"	C+	"32688.8"	"197858.69"	"2s2.2p2"	"1S"	"0"	"2s2.2p.4s"	"1P*"	"1"		"T5520,T6385"	""	
N	2	""	"61.0116"	""	"1.34e+06"	D	"32688.8"	"196592.07"	"2s2.2p2"	"1S"	"0"	"2s2.2p.4s"	"3P*"	"1"		"T6385"	""	
N	4	""	"61.9663"	""	"3.05e+08"	B	"388854.6"	"550232.6"	"1s2.2s.3s"	"1S"	"0"	"1s2.2s.5p"	"1P*"	"1"		"T5633"	""	
N	5	""	"62.8744"	""	"1.38e+09"	B	"456126.6"	"615173.8"	"1s2.3s"	"2S"	"1/2"	"1s2.4p"	"2P*"	"3/2"		"T5118LS"	""	
N	5	""	"62.8874"	""	"1.38e+09"	B	"456126.6"	"615141.0"	"1s2.3s"	"2S"	"1/2"	"1s2.4p"	"2P*"	"1/2"		"T5118LS"	""	
N	2	""	"62.9167"	""	"1.08e+09"	C+	"46784.6"	"205724.81"	"2s.2p3"	"5S*"	"2"	"2s.2p2.(4P).3s"	"5P"	"3"		"T6385n"	""	
N	2	""	"62.9447"	""	"1.07e+09"	C+	"46784.6"	"205654.22"	"2s.2p3"	"5S*"	"2"	"2s.2p2.(4P).3s"	"5P"	"2"		"T6385n"	""	
N	2	""	"62.9670"	""	"1.07e+09"	C+	"46784.6"	"205597.97"	"2s.2p3"	"5S*"	"2"	"2s.2p2.(4P).3s"	"5P"	"1"		"T6385n"	""	
N	2	""	"63.5197"	""	"2.58e+09"	B+	"32688.8"	"190120.24"	"2s2.2p2"	"1S"	"0"	"2s2.2p.3d"	"1P*"	"1"		"T7333"	""	
N	2	""	"64.0121"	""	"2.30e+06"	B	"32688.8"	"188909.17"	"2s2.2p2"	"1S"	"0"	"2s2.2p.3d"	"3P*"	"1"		"T7333"	""	
